"","player_name","web_scraped_team","dob","height"
"1633","Doug Cox","Essendon",1957-09-16,187
"1634","Stewart Crameri","Essendon",1988-08-10,190
"1635","Peter Cransberg","Essendon",1967-07-29,190
"1636","Henry Crauford","Essendon",1997-10-07,204
"1637","Gary Crouch","Essendon",1946-09-27,184
"1638","Max Crow","Essendon",1956-01-07,194
"1639","Ian Crowley","Essendon",1948-04-04,178
"1640","Ryan Crowley","Essendon",1984-03-05,188
"1641","Scott Cummings","Essendon",1974-01-18,194
"1642","Daryl Cunningham","Essendon",1960-11-25,174
"1643","Damian Cupido","Essendon",1982-03-11,184
"1644","Lauchlan Dalgleish","Essendon",1993-06-22,185
"1645","Peter Daniel","Essendon",1947-09-17,188
"1646","Anthony Daniher","Essendon",1963-01-21,191
"1647","Chris Daniher","Essendon",1966-03-31,183
"1648","Darcy Daniher","Essendon",1989-09-21,191
"1649","Neale Daniher","Essendon",1961-02-15,188
"1650","Terry Daniher","Essendon",1957-08-15,188
"1651","Tim Darcy","Essendon",1964-01-15,186
"1652","Alwyn Davey","Essendon",1984-05-15,174
"1653","James Davies","Essendon",1982-07-30,191
"1654","Allan Davis","Essendon",1948-09-29,180
"1655","Barry Davis","Essendon",1943-09-15,185
"1656","Luke Davis","Essendon",1992-12-23,191
"1657","Michael Davis","Essendon",1961-01-19,175
"1658","Barry Day","Essendon",1954-02-27,183
"1659","Matthew Dea","Essendon",1991-10-13,186
"1660","Hugh Delahunty","Essendon",1949-06-28,185
"1661","Tony Delaney","Essendon",1975-12-27,183
"1662","Corey Dell'Olio","Essendon",1989-12-08,177
"1663","Jim Demetriou","Essendon",1955-06-07,173
"1664","Courtenay Dempsey","Essendon",1987-08-28,187
"1665","Sean Denham","Essendon",1969-04-29,177
"1666","Dean Dick","Essendon",1988-12-29,190
"1667","Willie Dick","Essendon",1966-03-16,179
"1668","Bruce Dodson","Essendon",1949-05-12,187
"1669","Ben Doolan","Essendon",1973-01-10,181
"1670","Paul Doran","Essendon",1939-11-22,187
"1671","Bill Duckworth","Essendon",1959-02-21,187
"1672","Frank Dunell","Essendon",1958-03-17,185
"1673","Rick Dyson","Essendon",1985-09-28,183
"1674","Yestin Eades","Essendon",1997-02-10,183
"1675","Phillip Early","Essendon",1959-09-30,188
"1676","Simon Eastaugh","Essendon",1973-06-12,200
"1677","Shaun Edwards","Essendon",1993-12-13,190
"1678","Kevin Egan","Essendon",1943-09-10,173
"1679","Russell Ellen","Essendon",1954-02-08,191
"1680","John Ellis","Essendon",1948-09-20,183
"1681","Tony Elshaug","Essendon",1960-07-19,178
"1682","John Emin","Essendon",1951-03-29,193
"1683","Alec Epis","Essendon",1937-08-27,182
"1684","Mark Eustice","Essendon",1963-02-14,183
"1685","Neil Evans","Essendon",1947-02-06,191
"1686","Alan Ezard","Essendon",1963-04-15,173
"1687","John Fanning","Essendon",1948-09-05,188
"1688","Neville Fields","Essendon",1951-11-21,180
"1689","Peter Filandia","Essendon",1970-05-14,168
"1690","Matthew Firman","Essendon",1985-10-20,178
"1691","Gary Fitzpatrick","Essendon",1955-03-31,177
"1692","Greg Flanegan","Essendon",1958-12-18,185
"1693","Dustin Fletcher","Essendon",1975-05-07,198
"1694","Ken Fletcher","Essendon",1948-01-21,184
"1695","David Flood","Essendon",1969-02-22,188
"1696","Ted Fordham","Essendon",1940-05-03,185
"1697","Wayne Foreman","Essendon",1955-05-16,180
"1698","Robert Forster-Knight","Essendon",1982-04-06,186
"1699","Jim Forsyth","Essendon",1944-07-23,191
"1700","Garry Foulds","Essendon",1956-05-13,188
"1701","Grant Fowler","Essendon",1957-03-12,180
"1702","Brad Fox","Essendon",1969-10-09,185
"1703","Peter Francis","Essendon",1958-01-16,185
"1704","Ken Fraser","Essendon",1940-02-17,187
"1705","Mark Fraser","Essendon",1971-02-04,183
"1706","Keith Gent","Essendon",1945-04-13,182
"1707","Darryl Gerlach","Essendon",1944-01-25,180
"1708","Thomas German","Essendon",1990-08-29,178
"1709","Jonathan Giles","Essendon",1988-01-08,201
"1710","Brendon Goddard","Essendon",1985-05-20,193
"1711","Geoff Gosper","Essendon",1940-05-11,175
"1712","Noah Gown","Essendon",2000-02-01,194
"1713","Allan Graco","Essendon",1948-01-29,183
"1714","Gary Grainger","Essendon",1949-09-24,191
"1715","Anton Grbac","Essendon",1961-01-16,189
"1716","Joshua Green","Essendon",1992-08-24,178
"1717","Bob Greenwood","Essendon",1947-03-24,175
"1718","Sean Gregory","Essendon",1994-01-20,196
"1719","David Grenvold","Essendon",1966-03-06,180
"1720","Ilija Grgic","Essendon",1972-03-05,203
"1721","Nathan Grima","Essendon",1985-08-05,192
"1722","Sam Grimley","Essendon",1991-01-03,199
"1723","Barry Grinter","Essendon",1951-10-11,191
"1724","Don Gross","Essendon",1947-04-01,173
"1725","Scott Gumbleton","Essendon",1988-08-03,197
"1726","James Gwilt","Essendon",1986-08-11,188
"1727","Ken Hall","Essendon",1980-11-13,178
"1728","Len Halley","Essendon",1951-03-07,191
"1729","Paul Hamilton","Essendon",1967-06-19,189
"1730","Roger Hampson","Essendon",1948-11-15,187
"1731","Will Hams","Essendon",1994-07-14,180
"1732","Mark Hannebery","Essendon",1957-10-08,179
"1733","Merv Harbinson","Essendon",1959-06-11,180
"1734","Kyle Hardingham","Essendon",1988-09-01,186
"1735","Damien Hardwick","Essendon",1972-08-18,180
"1736","Dean Hartigan","Essendon",1954-08-23,180
"1737","Mark Harvey","Essendon",1965-06-11,184
"1738","Shane Harvey","Essendon",1983-01-03,176
"1739","Graeme Hatcher","Essendon",1957-02-11,193
"1740","Glenn Hawker","Essendon",1961-03-17,185
"1741","Ben Haynes","Essendon",1981-06-27,182
"1742","Wayne Headlam","Essendon",1948-12-22,193
"1743","Shane Heard","Essendon",1958-07-28,177
"1744","Trevor Heath","Essendon",1952-03-02,175
"1745","Chris Heffernan","Essendon",1979-01-29,187
"1746","Aaron Henneman","Essendon",1980-12-13,195
"1747","Mitchell Hibberd","Essendon",1996-09-23,192
"1748","Peter Hickmott","Essendon",1954-02-21,184
"1749","David Hille","Essendon",1981-06-02,202
"1750","Paul Hills","Essendon",1972-09-20,185
"1751","Allan Hird","Essendon",1946-03-30,183
"1752","James Hird","Essendon",1973-02-04,188
"1753","Tom Hislop","Essendon",1988-06-07,185
"1754","Heath Hocking","Essendon",1987-12-27,186
"1755","Ken Hogan","Essendon",1951-07-24,175
"1756","Jordan Houlahan","Essendon",1999-02-19,185
"1757","Ben Howlett","Essendon",1988-10-21,180
"1758","Sam Hunt","Essendon",1983-04-13,193
"1759","Hal Hunter","Essendon",1993-07-15,187
"1760","Robert Hyde","Essendon",1954-11-01,183
"1761","Danny Jacobs","Essendon",1980-06-25,189
"1762","Mark Jamar","Essendon",1983-08-09,198
"1763","Graeme Jenkin","Essendon",1945-09-05,193
"1764","Leroy Jetta","Essendon",1988-07-06,180
"1765","Courtney Johns","Essendon",1984-11-14,192
"1766","Jason Johnson","Essendon",1978-01-25,180
"1767","Mark Johnson","Essendon",1978-05-23,179
"1768","David Johnston","Essendon",1969-04-10,180
"1769","Graeme Johnston","Essendon",1942-05-20,178
"1770","Tom Jok","Essendon",1997-01-01,193
"1771","Benjamin Jolley","Essendon",1986-12-02,185
"1772","Bernie Jones","Essendon",1953-05-03,197
"1773","Elliott Kavanagh","Essendon",1993-05-19,185
"1774","Gavin Keane","Essendon",1966-03-05,178
"1775","Peter Keenan","Essendon",1951-04-07,197
"1776","James Kelly","Essendon",1983-12-29,183
"1777","Dale Kickett","Essendon",1968-05-04,179
"1778","Derek Kickett","Essendon",1962-10-06,180
"1779","Glenn Kilpatrick","Essendon",1972-08-29,184
"1780","Rene Kink","Essendon",1956-11-22,183
"1781","Julian Kirzner","Essendon",1976-10-24,188
"1782","Kade Klemke","Essendon",1990-07-15,180
"1783","Nicholas Kommer","Essendon",1990-09-28,185
"1784","Christopher Ladhams","Essendon",1980-10-24,179
"1785","Bruce Lake","Essendon",1948-06-09,189
"1786","Eddie Lake","Essendon",1951-06-25,177
"1787","Judd Lalich","Essendon",1975-12-26,193
"1788","Luke Lavender","Essendon",1996-07-08,200
"1789","Jason Laycock","Essendon",1984-11-04,201
"1790","Andrew Lee","Essendon",1986-07-01,196
"1791","Brendan Lee","Essendon",1987-09-24,181
"1792","Matthew Leuenberger","Essendon",1988-06-07,202
"1793","Shawn Lewfatt","Essendon",1977-03-11,174
"1794","Peter Light","Essendon",1960-07-19,180
"1795","Matthew Lloyd","Essendon",1978-04-16,192
"1796","Sam Lonergan","Essendon",1987-03-26,182
"1797","Anthony Long","Essendon",1991-01-06,187
"1798","Jake Long","Essendon",1996-02-03,185
"1799","Michael Long","Essendon",1969-10-01,178
"1800","Andrew Lovett","Essendon",1982-11-11,183
"1801","Nathan Lovett-Murray","Essendon",1982-11-18,190
"1802","Garry Lowe","Essendon",1953-12-31,185
"1803","Scott Lucas","Essendon",1977-12-30,192
"1804","Austin Lucy","Essendon",1987-09-04,193
"1805","Justin Madden","Essendon",1961-05-31,206
"1806","Simon Madden","Essendon",1957-12-30,198
"1807","Rhys Magin","Essendon",1989-03-04,180
"1808","Andrew Manning","Essendon",1966-11-23,185
"1809","Ken Mansfield","Essendon",1958-09-07,176
"1810","Glenn Manton","Essendon",1973-06-01,185
"1811","Marcus Marigliani","Essendon",1985-12-05,182
"1812","Ian Marsh","Essendon",1955-10-23,178
"1813","Don Mattson","Essendon",1955-10-30,191
"1814","John May","Essendon",1951-04-15,173
"1815","Daniel McAlister","Essendon",1978-08-22,185
"1816","Jim McAllester","Essendon",1959-04-16,190
"1817","Paul McDonald","Essendon",1956-04-27,185
"1818","Rod McFarlane","Essendon",1950-12-16,191
"1819","Lindsay McGie","Essendon",1945-03-30,188
"1820","Cory McGrath","Essendon",1979-02-04,181
"1821","Conor McKenna","Essendon",1996-03-28,184
"1822","Don McKenzie","Essendon",1939-03-23,188
"1823","Lachlan McKinnon","Essendon",1986-12-15,206
"1824","Ian McMullin","Essendon",1964-09-01,182
"1825","Ben McNiece","Essendon",1992-03-22,178
"1826","Adam McPhee","Essendon",1982-10-06,190
"1827","Mark McVeigh","Essendon",1981-01-26,184
"1828","Mark Mercuri","Essendon",1974-02-21,178
"1829","Jackson Merrett","Essendon",1993-02-27,184
"1830","Roger Merrett","Essendon",1960-04-19,195
"1831","Andrew Merryweather","Essendon",1961-01-18,192
"1832","Mal Michael","Essendon",1977-06-24,190
"1833","Sam Michael","Essendon",1993-07-05,199
"1834","Graham Middleton","Essendon",1950-12-22,189
"1835","Jack Mihocek","Essendon",1957-08-21,181
"1836","Joe Misiti","Essendon",1974-11-09,186
"1837","Hugh Mitchell","Essendon",1934-11-22,183
"1838","Laurie Moloney","Essendon",1949-04-28,184
"1839","Angus Monfries","Essendon",1987-01-19,183
"1840","Gary Moorcroft","Essendon",1976-04-16,173
"1841","Brendan Moore","Essendon",1969-08-09,176
"1842","Alex Morgan","Essendon",1996-01-28,182
"1843","Danny Morgan","Essendon",1974-08-20,178
"1844","Paul Morrish","Essendon",1968-05-12,188
"1845","Ian Morrison","Essendon",1954-01-29,188
"1846","Graham Moss","Essendon",1950-05-14,196
"1847","Russell Muir","Essendon",1954-07-12,180
"1848","Justin Murphy","Essendon",1976-04-24,185
"1849","Kobe Mutch","Essendon",1998-03-18,187
"1850","David Myers","Essendon",1989-06-30,191
"1851","Trent Mynott","Essendon",1999-10-04,185
"1852","Jay Nash","Essendon",1985-12-21,188
"1853","Jay Neagle","Essendon",1988-01-17,191
"1854","Merv Neagle","Essendon",1958-03-07,181
"1855","Bruce Neish","Essendon",1950-08-23,188
"1856","Rob Newton","Essendon",1953-04-17,188
"1857","Alan Noonan","Essendon",1947-10-13,188
"1858","Gach Nyuon","Essendon",1997-03-19,198
"1859","Craig O'Brien","Essendon",1970-03-03,174
"1860","Nicholas O'Brien","Essendon",1993-06-26,188
"1861","Paul O'Brien","Essendon",1961-04-16,177
"1862","Ryan O'Connor","Essendon",1974-06-27,192
"1863","Gary O'Donnell","Essendon",1965-05-12,181
"1864","Tim O'Keefe","Essendon",1986-08-02,192
"1865","Ricky Olarenshaw","Essendon",1973-02-01,179
"1866","Michael O'Sullivan","Essendon",1962-04-05,185
"1867","Wayne Otway","Essendon",1956-06-24,168
"1868","Vic Papp","Essendon",1946-05-31,168
"1869","Tom Park","Essendon",1954-09-04,180
"1870","Geoffrey Parker","Essendon",1968-03-31,181
"1871","Gary Parkes","Essendon",1951-07-02,185
"1872","Charlie Payne","Essendon",1944-11-13,187
"1873","Ian Payne","Essendon",1947-03-22,175
"1874","Tayte Pears","Essendon",1990-03-24,191
"1875","Greg Perry","Essendon",1949-01-29,193
"1876","Damien Peverill","Essendon",1979-07-12,185
"1877","Brenton Phillips","Essendon",1962-11-05,180
"1878","Bryan Pirouet","Essendon",1949-07-12,184
"1879","Stephen Pirrie","Essendon",1961-03-23,191
"1880","Bradley Plain","Essendon",1969-09-25,184
"1881","James Polkinghorne","Essendon",1989-01-21,184
"1882","Wayne Primmer","Essendon",1959-01-09,175
"1883","Michael Prior","Essendon",1973-09-06,182
"1884","Brent Prismall","Essendon",1986-07-14,186
"1885","Geoff Pryor","Essendon",1945-11-21,191
"1886","Michael Quinn","Essendon",1990-01-26,185
"1887","Andrew Radchenko","Essendon",1955-05-03,180
"1888","Geoff Raines","Essendon",1956-08-10,180
"1889","Adam Ramanauskas","Essendon",1980-11-19,184
"1890","Roy Ramsay","Essendon",1956-01-03,180
"1891","Johnny Rayner","Essendon",1991-03-25,184
"1892","Michael Redenbach","Essendon",1959-06-03,170
"1893","Alan Reid","Essendon",1956-01-29,185
"1894","Kyle Reimers","Essendon",1989-01-10,182
"1895","Joel Reynolds","Essendon",1984-06-05,188
"1896","Ted Richards","Essendon",1983-01-11,193
"1897","Michael Richardson","Essendon",1959-03-16,182
"1898","Stephen Richardson","Essendon",1959-03-16,180
"1899","Todd Ridley","Essendon",1969-02-11,187
"1900","Dean Rioli","Essendon",1978-05-20,180
"1901","Ken Roberts","Essendon",1952-05-13,185
"1902","David Robertson","Essendon",1962-08-15,178
"1903","Stephen Robins","Essendon",1957-02-25,183
"1904","Jonathon Robran","Essendon",1972-10-21,196
"1905","Andrew Rogers","Essendon",1964-08-15,188
"1906","Lachlan Ross","Essendon",1973-08-12,170
"1907","Michael Ross","Essendon",1991-09-16,185
"1908","Paul Salmon","Essendon",1965-01-20,205
"1909","Brian Sampson","Essendon",1941-02-15,192
"1910","Denis Scanlon","Essendon",1954-04-05,188
"1911","Graeme Schultz","Essendon",1953-05-17,180
"1912","David Shaw","Essendon",1938-10-29,183
"1913","Robert Shaw","Essendon",1955-01-06,188
"1914","Michael Sheldon","Essendon",1960-11-04,180
"1915","Ian Shelton","Essendon",1940-02-24,185
"1916","Taite Silverlock","Essendon",1991-01-25,178
"1917","Jonathan Simpkin","Essendon",1987-10-28,181
"1918","John Sinclair","Essendon",1948-06-29,183
"1919","Hayden Skipworth","Essendon",1983-02-25,177
"1920","Henry Slattery","Essendon",1986-01-22,185
"1921","Tyson Slattery","Essendon",1990-12-03,189
"1922","Ray Smith","Essendon",1948-09-23,183
"1923","Dean Solomon","Essendon",1980-01-09,189
"1924","John Somerville","Essendon",1939-12-08,188
"1925","Peter Somerville","Essendon",1968-07-08,195
"1926","Trevor Spencer","Essendon",1965-06-28,190
"1927","Kieran Sporn","Essendon",1966-08-28,186
"1928","Paul Sproule","Essendon",1944-12-16,179
"1929","Howard Staehr","Essendon",1955-03-30,185
"1930","Brent Stanton","Essendon",1986-05-01,183
"1931","David Starbuck","Essendon",1950-06-12,180
"1932","Kelvin Steel","Essendon",1955-06-07,182
"1933","Ariel Steinberg","Essendon",1992-08-26,191
"1934","Ian Stevenson","Essendon",1944-09-23,193
"1935","Robert Stevenson","Essendon",1976-06-14,188
"1936","Michael Still","Essendon",1991-03-24,194
"1937","Les Stillman","Essendon",1949-10-05,183
"1938","Mathew Stokes","Essendon",1984-11-22,176
"1939","Alan Stoneham","Essendon",1955-08-20,185
"1940","Justin Stubbs","Essendon",1969-09-25,177
"1941","David Sullivan","Essendon",1966-05-15,184
"1942","Michael Symons","Essendon",1971-09-16,182
"1943","Sandy Talbot","Essendon",1949-07-30,189
"1944","Doug Tassell","Essendon",1945-12-28,185
"1945","Steven Taubert","Essendon",1953-10-06,193
"1946","Paul Thomas","Essendon",1982-05-06,182
"1947","Bill Thompson","Essendon",1949-04-02,183
"1948","Mark Thompson","Essendon",1963-11-19,177
"1949","Robert Thompson","Essendon",1947-06-19,174
"1950","Michael Thomson","Essendon",1961-11-26,187
"1951","Fraser Thurlow","Essendon",1993-01-06,200
"1952","Ken Timms","Essendon",1938-07-23,188
"1953","Des Tuddenham","Essendon",1943-01-29,180
"1954","Trevor Tyler","Essendon",1952-09-29,183
"1955","Andrew Ukovic","Essendon",1978-11-23,189
"1956","Andrew Underwood","Essendon",1967-07-14,185
"1957","Bill Valli","Essendon",1950-04-16,171
"1958","Paul Van Der Haar","Essendon",1958-03-07,192
"1959","Dylan Van Unen","Essendon",1990-06-22,189
"1960","Bruce Waite","Essendon",1946-05-22,192
"1961","Dean Wallis","Essendon",1969-08-27,190
"1962","Tom Wallis","Essendon",1997-02-14,182
"1963","Brian Walsh","Essendon",1951-04-24,179
"1964","Darren Walsh","Essendon",1984-12-27,186
"1965","Kevin Walsh","Essendon",1962-02-09,193
"1966","Nick Walsh","Essendon",1965-01-07,185
"1967","Gavin Wanganeen","Essendon",1973-06-16,181
"1968","Chris Waterson","Essendon",1961-03-26,183
"1969","Jobe Watson","Essendon",1985-02-08,191
"1970","Larry Watson","Essendon",1957-09-23,179
"1971","Matthew Watson","Essendon",1976-12-02,199
"1972","Tim Watson","Essendon",1961-07-13,185
"1973","James Webster","Essendon",1992-02-12,184
"1974","Pat Wellington","Essendon",1953-07-29,185
"1975","Sean Wellman","Essendon",1974-09-20,193
"1976","Andrew Welsh","Essendon",1983-02-11,188
"1977","Michael Werner","Essendon",1969-06-10,188
"1978","Tony West","Essendon",1956-09-11,179
"1979","Paul Weston","Essendon",1957-04-09,188
"1980","Darren Williams","Essendon",1960-10-13,176
"1981","John Williams","Essendon",1947-07-17,189
"1982","John Williams","Essendon",1988-10-08,188
"1983","Mark Williams","Essendon",1983-04-13,180
"1984","Russell Williams","Essendon",1974-01-20,175
"1985","Adrian Wilson","Essendon",1984-11-27,184
"1986","Andrew Wilson","Essendon",1951-09-25,179
"1987","Bob Wilson","Essendon",1945-10-04,180
"1988","Jason Winderlich","Essendon",1984-10-10,188
"1989","Brian Winton","Essendon",1963-07-28,192
"1990","Bryan Wood","Essendon",1954-04-03,185
"1991","Ross Wright","Essendon",1952-09-28,187
"1992","Barry Young","Essendon",1970-06-26,183
"1993","Gary Young","Essendon",1958-04-02,185
"1994","Ty Zantuck","Essendon",1982-02-15,188
"1995","Winston Abraham","Fremantle",1974-09-29,175
"1996","Ben Allan","Fremantle",1968-10-15,182
"1997","Stuart Anderson","Fremantle",1974-06-27,181
"1998","John Anthony","Fremantle",1988-01-19,192
"1999","Michael Apeness","Fremantle",1995-01-28,200
"2000","Harley Balic","Fremantle",1997-01-05,187
"2001","Hayden Ballantyne","Fremantle",1987-07-16,173
"2002","Jacob Ballard","Fremantle",1994-02-26,188
"2003","Daniel Bandy","Fremantle",1975-11-18,200
"2004","Michael Barlow","Fremantle",1987-12-18,189
"2005","Peter Bell","Fremantle",1976-03-01,175
"2006","Harley Bennell","Fremantle",1992-10-02,185
"2007","Heath Black","Fremantle",1979-05-28,178
"2008","Justin Bollenhagen","Fremantle",1991-12-17,184
"2009","Darren Bolton","Fremantle",1976-11-26,174
"2010","Chris Bond","Fremantle",1969-01-26,178
"2011","Brad Bootsma","Fremantle",1972-12-30,185
"2012","Kepler Bradley","Fremantle",1985-11-13,198
"2013","Greg Broughton","Fremantle",1986-09-29,189
"2014","Leigh Brown","Fremantle",1982-02-23,194
"2015","Michael Brown","Fremantle",1976-09-20,189
"2016","Andrew Browne","Fremantle",1984-05-14,174
"2017","Benjamin Bucovaz","Fremantle",1990-11-02,188
"2018","Craig Burrows","Fremantle",1973-10-22,192
"2019","Jay Burton","Fremantle",1972-10-25,202
"2020","Matthew Burton","Fremantle",1970-05-19,210
"2021","Isaiah Butters","Fremantle",2001-09-16,187
"2022","Craig Callaghan","Fremantle",1976-03-09,172
"2023","Adam Campbell","Fremantle",1985-01-25,194
"2024","Josh Carr","Fremantle",1980-04-29,179
"2025","Matthew Carr","Fremantle",1978-12-29,191
"2026","Trent Carroll","Fremantle",1978-04-28,192
"2027","Jason Carter","Fremantle",2000-01-11,185
"2028","Scott Chisholm","Fremantle",1973-05-28,181
"2029","Michael Clark","Fremantle",1978-03-31,192
"2030","Zachary Clarke","Fremantle",1990-03-28,203
"2031","James Clement","Fremantle",1976-09-04,190
"2032","Matthew Clucas","Fremantle",1978-03-18,174
"2033","Clayton Collard","Fremantle",1988-12-04,182
"2034","Brent Connelly","Fremantle",1989-02-24,202
"2035","Troy Cook","Fremantle",1976-08-12,176
"2036","Benet Copping","Fremantle",1986-10-07,192
"2037","Jesse Crichton","Fremantle",1991-06-18,185
"2038","Trent Croad","Fremantle",1980-03-09,190
"2039","Ryan Crowley","Fremantle",1984-03-05,188
"2040","Ben Cunningham","Fremantle",1981-11-22,178
"2041","Zac Dawson","Fremantle",1986-02-22,197
"2042","Tony Delaney","Fremantle",1975-12-27,183
"2043","Joshua Deluca","Fremantle",1996-05-11,179
"2044","Josh Deluca-Cardillo","Fremantle",1996-05-11,181
"2045","Gary Dhurrkay","Fremantle",1974-03-04,181
"2046","Hugh Dixon","Fremantle",1999-02-26,196
"2047","Brad Dodd","Fremantle",1977-03-23,186
"2048","Steven Dodd","Fremantle",1983-06-20,191
"2049","Brett Doswell","Fremantle",1984-01-14,184
"2050","Marcus Drum","Fremantle",1987-05-01,191
"2051","Paul Duffield","Fremantle",1985-02-05,188
"2052","Max Duffy","Fremantle",1993-04-11,184
"2053","Ryley Dunn","Fremantle",1985-10-07,182
"2054","Simon Eastaugh","Fremantle",1973-06-12,200
"2055","Greg Edgcumbe","Fremantle",1984-05-01,186
"2056","Travis Edmonds","Fremantle",1971-02-09,192
"2057","Scott Edwards","Fremantle",1968-08-23,176
"2058","Jeff Farmer","Fremantle",1977-06-24,175
"2059","Peter Faulks","Fremantle",1988-04-24,194
"2060","Brendon Feddema","Fremantle",1974-05-14,190
"2061","Brendon Fewster","Fremantle",1974-01-04,193
"2062","Adrian Fletcher","Fremantle",1969-10-10,178
"2063","Alex Forster","Fremantle",1993-07-14,189
"2064","Andrew Foster","Fremantle",1985-08-31,183
"2065","Mark Gale","Fremantle",1976-05-07,190
"2066","Phil Gilbert","Fremantle",1969-11-15,185
"2067","Daniel Gilmore","Fremantle",1983-03-02,189
"2068","Tony Godden","Fremantle",1972-04-19,183
"2069","Brady Grey","Fremantle",1995-07-20,182
"2070","Jonathon Griffin","Fremantle",1986-01-14,201
"2071","Chris Groom","Fremantle",1973-08-28,194
"2072","Antoni Grover","Fremantle",1980-03-11,189
"2073","Scott Gumbleton","Fremantle",1988-08-03,197
"2074","Robert Haddrill","Fremantle",1981-01-23,188
"2075","Daniel Haines","Fremantle",1981-04-11,181
"2076","Christopher Hall","Fremantle",1990-06-25,181
"2077","Jack Hannath","Fremantle",1991-07-09,200
"2078","Greg Harding","Fremantle",1976-09-19,188
"2079","Daniel Hargraves","Fremantle",1975-12-06,192
"2080","Paul Hasleby","Fremantle",1981-06-12,182
"2081","Roger Hayden","Fremantle",1980-12-09,182
"2082","Joshua Head","Fremantle",1983-07-04,188
"2083","Des Headland","Fremantle",1981-01-21,186
"2084","Clayton Hinkley","Fremantle",1989-02-21,186
"2085","Brodie Holland","Fremantle",1980-01-03,181
"2086","Joel Houghton","Fremantle",1991-11-26,194
"2087","Alex Howson","Fremantle",1994-05-25,195
"2088","Kingsley Hunter","Fremantle",1975-05-27,191
"2089","Sean Hurley","Fremantle",1992-03-02,193
"2090","John Hutton","Fremantle",1966-05-26,185
"2091","David Hynes","Fremantle",1967-03-31,190
"2092","Garrick Ibbotson","Fremantle",1988-03-15,186
"2093","Mark Johnson","Fremantle",1978-05-23,179
"2094","Michael Johnson","Fremantle",1984-10-20,195
"2095","Anthony Jones","Fremantle",1974-12-19,185
"2096","Scott Jones","Fremantle",1995-05-20,203
"2097","Jack Juniper","Fremantle",1986-10-11,190
"2098","Shane Kersten","Fremantle",1993-03-15,191
"2099","Dale Kickett","Fremantle",1968-05-04,179
"2100","Steven Koops","Fremantle",1978-07-24,187
"2101","Joseph Krieger","Fremantle",1986-12-13,190
"2102","Brendan Krummel","Fremantle",1972-06-24,185
"2103","Quenton Leach","Fremantle",1972-08-20,179
"2104","Justin Longmuir","Fremantle",1981-01-21,196
"2105","Troy Longmuir","Fremantle",1979-05-27,184
"2106","Nick Lower","Fremantle",1987-06-23,187
"2107","Greg Madigan","Fremantle",1970-01-24,193
"2108","Paul Maher","Fremantle",1976-06-11,190
"2109","Peter Mann","Fremantle",1970-09-07,194
"2110","Brandon Matera","Fremantle",1992-03-11,175
"2111","Cameron McCarthy","Fremantle",1995-04-01,192
"2112","Andrew McGovern","Fremantle",1968-04-07,177
"2113","Shaun McManus","Fremantle",1976-02-09,181
"2114","Luke McPharlin","Fremantle",1981-12-01,192
"2115","Adam McPhee","Fremantle",1982-10-06,190
"2116","Paul Medhurst","Fremantle",1981-12-11,179
"2117","Josh Mellington","Fremantle",1992-12-29,185
"2118","Jamie Merillo","Fremantle",1972-11-27,184
"2119","Daniel Metropolis","Fremantle",1972-03-17,188
"2120","Clem Michael","Fremantle",1976-07-16,192
"2121","Viv Michie","Fremantle",1992-02-23,185
"2122","Neil Mildenhall","Fremantle",1968-09-08,176
"2123","Peter Miller","Fremantle",1969-04-06,168
"2124","Gavin Mitchell","Fremantle",1972-12-28,171
"2125","Tony Modra","Fremantle",1969-03-01,188
"2126","Craig Moller","Fremantle",1994-08-22,204
"2127","Anthony Morabito","Fremantle",1991-10-29,189
"2128","Calib Mourish","Fremantle",1988-07-08,190
"2129","David Muir","Fremantle",1971-07-17,186
"2130","Ryan Murphy","Fremantle",1985-05-24,193
"2131","Tendai Mzungu","Fremantle",1986-02-28,183
"2132","Jason Norrish","Fremantle",1972-01-26,179
"2133","Thomas North","Fremantle",1999-02-14,183
"2134","Tom North","Fremantle",1999-02-14,184
"2135","Ryan Nyhuis","Fremantle",1996-09-06,190
"2136","Brock O'Brien","Fremantle",1988-05-30,181
"2137","Dillon O'Reilly","Fremantle",2000-06-02,193
"2138","Stephen O'Reilly","Fremantle",1972-11-09,195
"2139","Rhys Palmer","Fremantle",1989-02-13,181
"2140","Daniel Parker","Fremantle",1974-05-25,198
"2141","Shane Parker","Fremantle",1973-02-18,187
"2142","Matthew Pavlich","Fremantle",1981-12-31,192
"2143","Brett Peake","Fremantle",1983-07-05,186
"2144","Clancee Pearce","Fremantle",1990-10-23,182
"2145","Danyle Pearce","Fremantle",1986-04-07,178
"2146","Jarvis Pina","Fremantle",2000-10-30,176
"2147","Jayden Pitt","Fremantle",1992-10-07,188
"2148","Graham Polak","Fremantle",1984-06-16,194
"2149","Luke Pratt","Fremantle",1989-10-08,183
"2150","Ashley Prescott","Fremantle",1972-09-11,186
"2151","Brendon Retzlaff","Fremantle",1969-04-22,180
"2152","Todd Ridley","Fremantle",1969-02-11,187
"2153","Gavin Roberts","Fremantle",1991-03-13,188
"2154","Brad Rowe","Fremantle",1969-11-23,174
"2155","Tim Ruffles","Fremantle",1990-10-05,180
"2156","Darren Rumble","Fremantle",1984-09-20,187
"2157","Aaron Sandilands","Fremantle",1982-12-06,211
"2158","Byron Schammer","Fremantle",1985-06-21,176
